id,budget,original_language,popularity,revenue,runtime,vote_average,vote_count,release_month,avg_rating,keyword_bin,actor_bin,crew_bin,country_count,country_bin,genre,genre_bin,language_count,language_bin,collection_bin
9486,40000000,en,8.739991,160583018,88,6,875,Apr,2.9815914489311166,0,0,0,2,0,Adventure,0,3,0,1
24558,1500000,en,1.961208,5585154,94,4.9,20,Feb,3.5833333333333335,0,0,0,1,0,Action,0,1,0,0
12279,38000000,en,8.025145,197011982,84,4.7,525,Jul,2.5568181818181817,0,0,0,1,0,Action,0,1,0,1
9104,15000000,en,6.134588,16158487,98,6.5,93,Sep,3.9318497913769126,0,0,0,3,0,Drama,0,1,0,0
71714,2750000,es,0.831106,9000000,110,6.3,4,Jan,3.870967741935484,0,0,0,2,0,Adventure,0,1,0,0
54580,4000000,es,2.061389,146402,113,7,37,Sep,3.066666666666667,1,0,0,3,0,Drama,0,2,0,0
45096,13000000,en,2.277758,17193231,99,5.1,9,Jan,3,0,0,0,1,0,Action,0,1,0,0
53021,3500000,en,2.126174,36000000,125,6.7,28,Dec,3.4602184087363494,0,0,0,1,0,Comedy,0,1,0,0
430,3000000,en,3.044499,4000000,115,7.6,66,Dec,2.3093525179856114,0,0,0,1,0,Comedy,0,3,0,0
5185,10000000,en,4.127728,1500000,125,6.9,61,Oct,2.652542372881356,0,0,0,1,0,Adventure,0,4,0,0
8273,55000000,en,14.397139,231449203,103,6,1158,Aug,3.3615384615384616,0,0,0,1,0,Comedy,0,1,0,1
8046,54000000,en,11.415316,7266209,121,3.5,105,Aug,2.968278731149246,0,0,0,1,0,Drama,0,1,0,0
10330,26000000,en,7.867999,110230332,97,6,919,Aug,3.3615384615384616,0,0,0,1,0,Comedy,0,2,0,0
6466,30000000,en,14.015739,114908830,97,5.8,608,Aug,3.5605381165919283,0,0,0,3,0,Horror,0,1,0,1
2055,22000000,en,16.532577,68296293,139,7,268,Aug,2.7388392857142856,0,1,0,1,0,Western,0,1,0,0
14926,20000000,en,5.555088,37095657,92,6.1,193,Aug,3.950920245398773,0,0,0,1,0,Comedy,0,1,0,0
10923,28000000,en,10.445141,58795814,102,5,289,Mar,3.350220264317181,0,0,0,2,0,Action,0,1,0,1
114776,1200000,en,0.621816,721651,95,1,1,May,2.6475972540045767,0,0,0,1,0,Romance,0,1,0,0
18573,658000,en,9.072006,23800000,90,7,75,Apr,2.5232644017725256,1,0,0,1,0,Crime,0,1,0,0
41759,6000000,en,4.719295,12974636,97,5.5,26,Nov,2.8125,0,0,0,1,0,Horror,0,2,0,0
37227,4000000,en,3.009764,27046,88,5.9,19,Nov,3,0,0,0,2,0,Horror,0,1,0,0
19053,350000,en,8.438808,17343596,99,6.2,61,Apr,3.080439404677534,1,0,0,1,0,Comedy,0,1,0,0
11206,4000000,en,6.216637,11000000,108,7.5,112,Oct,3.273250239693193,0,1,0,1,0,Horror,0,1,0,0
13154,8000000,en,11.521011,2275557,79,5.7,99,Aug,3.424864864864865,0,0,0,1,0,Action,0,2,0,0
636,777000,en,8.152085,2437000,86,6.4,265,Mar,2.9615384615384617,0,0,1,1,0,Drama,0,1,0,0
3055,5000000,en,2.474398,50000000,123,6.7,30,Dec,3.4602184087363494,0,0,0,1,0,Music,0,1,0,0
40920,200000,en,0.102743,22000000,103,8,2,Jan,2,0,0,0,1,0,Music,0,1,0,0
26198,6000000,en,3.554491,3661757,96,5.9,56,Dec,3.413612565445026,0,0,1,1,0,Horror,0,1,0,0
35073,210000,en,3.424057,5000000,80,6.7,41,Jun,1.9875,1,0,0,1,0,Adventure,0,2,0,0
9362,11000000,en,15.750026,48572000,96,6.6,882,Jan,3.2660550458715596,0,0,0,1,0,Action,0,1,0,1
19542,500000,en,10.44551,9318,133,8.2,124,Jul,3.4988888888888887,0,0,0,1,0,Drama,0,3,0,0
12268,6000000,en,5.58692,33833201,103,6.8,119,Dec,2.8079533277771165,0,0,0,2,0,Comedy,0,2,0,1
10999,10000000,en,10.193652,57500000,90,6.4,753,Oct,3.107142857142857,1,0,0,1,0,Action,0,1,0,0
4593,800000,fr,4.8779,3713768,101,7.4,140,Sep,2.8220338983050848,0,0,0,3,0,Comedy,0,2,0,0
32316,20000000,en,4.15656,1675706,84,3.3,12,Aug,3.6354166666666665,0,0,0,1,0,Comedy,0,1,0,0
10610,41000000,en,9.885859,42792561,88,5.3,286,Aug,3.1666666666666665,0,0,0,2,0,Thriller,0,1,0,0
2830,14000000,en,13.49615,49469904,83,4.4,189,Aug,3.456081081081081,0,0,0,1,0,Comedy,0,1,0,0
21413,1000000,en,10.536668,3000000,79,5.6,17,Aug,3.827830188679245,0,0,0,1,0,Comedy,0,1,0,0
38874,1200000,es,1.214691,458815,95,5.9,19,Nov,2,1,0,0,4,0,Comedy,0,5,0,0
11351,17000000,en,14.786032,63102666,104,5.5,304,Aug,3.078038674033149,0,0,0,1,0,Horror,0,1,0,1
27090,20000,en,1.394528,8000000,92,7.1,24,Sep,3.6,1,0,0,1,0,Drama,0,1,0,0
9616,35000000,en,5.370818,11560806,102,4.8,93,Sep,2.1451612903225805,0,0,0,2,0,Drama,0,1,0,0
1415,5000000,en,3.007842,742898,98,5.9,60,Sep,3.547872340425532,0,0,0,2,0,Comedy,0,1,0,0
11547,1500000,en,6.466688,30553394,93,5.5,332,Aug,1.9482758620689655,1,0,0,1,0,Horror,0,1,0,1
1428,29000000,en,8.843365,98185582,102,6.2,605,Sep,3.4264264264264264,0,1,0,1,0,Action,0,2,0,1
153,4000000,en,11.609441,119723856,102,7.3,1943,Aug,2.906473407180454,0,0,0,2,0,Drama,0,2,0,0
4703,2000000,en,1.053839,1027757,91,5.8,5,May,3.705927439959121,0,0,0,1,0,Drama,0,1,0,0
36759,18000000,en,2.32677,1985001,113,4.5,18,Jul,2.888888888888889,0,0,0,1,0,Adventure,0,1,0,0
9584,12000000,en,4.925738,22765081,110,6.1,78,Jun,3.70625,1,0,0,2,0,Action,0,1,0,0
8408,3500000,en,8.801822,34000000,96,6.9,276,Jul,3.1193118580468724,0,0,0,2,0,Horror,0,1,0,1
14030,24000000,en,8.407519,33208099,146,6.6,61,Dec,3.952353357800528,0,0,0,1,0,Comedy,0,1,0,0
2687,40000000,en,6.064099,14358033,99,5.7,127,Feb,3.465273816314889,0,0,0,2,0,Comedy,0,1,0,0
16323,9250000,en,2.132964,29174648,125,6.8,28,Nov,3.4602184087363494,0,0,0,1,0,Drama,0,1,0,0
19064,3200000,en,6.174699,10000000,94,5.3,75,Nov,3.611111111111111,0,1,0,1,0,Horror,0,1,0,0
28942,1355000,en,9.445978,165000,92,6.6,138,May,3.794573643410853,0,0,0,1,0,Horror,0,1,0,0
22309,15000000,en,2.18689,30238577,122,5.3,38,Sep,3.1,0,0,0,1,0,Comedy,0,1,0,0
277,22000000,en,20.624333,95708457,121,6.6,2556,Sep,3.389824435686134,1,0,0,4,0,Fantasy,0,1,0,1
9707,1000000,en,5.574383,447741,92,6.7,192,Jun,3.1849148418491486,0,0,0,1,0,Comedy,0,2,0,0
7288,40000000,en,12.160363,19322135,89,5.9,500,Sep,3.642857142857143,0,0,0,2,0,Action,0,1,0,0
10934,18000000,en,8.508008,58878723,113,6.4,178,Apr,3.5857988165680474,0,0,0,2,0,Romance,0,5,1,0
321,4361898,en,2.873356,3031801,92,5.6,28,Jun,3.761458333333333,1,0,0,1,0,Comedy,0,3,1,0
5168,1000000,fr,1.57002,499168,104,7.2,31,May,3.4728033472803346,0,0,0,1,0,Documentary,0,1,0,0
9662,8000000,fr,8.35586,1477676,80,7.3,233,Jun,3.8997703412073492,0,0,0,4,0,Adventure,0,2,0,0
837,5952000,en,7.945039,2120439,87,7.1,464,Feb,3.432140700483092,0,0,0,1,0,Horror,0,1,0,0
19666,5200000,hi,4.97451,8100000,224,7.2,125,Jun,3.5325,0,0,0,1,0,Adventure,0,3,0,0
821,3000000,en,9.697105,10000000,186,7.6,161,Dec,2.99,0,0,0,2,0,Drama,0,1,0,0
37672,118,en,2.103581,19,119,6.5,18,Apr,3.483084947839046,0,1,0,1,0,Comedy,0,1,0,0
776,8847685,fr,5.568997,21709020,110,7.7,109,Jun,2.849056603773585,0,0,0,1,0,Drama,0,1,0,0
891,8500000,en,12.421754,70600000,138,7.6,424,Apr,2.603007181328546,1,1,0,1,0,Drama,0,2,0,0
10881,8000000,pl,5.019679,8826094,107,6.8,93,Jan,2.8741164828951087,0,0,0,2,0,Action,0,1,0,0
51300,35000000,ru,1.928011,15473333,180,7.2,32,Oct,2.5,0,0,0,2,0,Comedy,0,2,0,0
10438,15000000,en,5.886769,118243066,89,5,175,Dec,2.697058823529412,0,0,0,1,0,Family,0,1,0,1
650,6500000,en,6.866506,57504069,112,7.4,377,Jul,3.46133154001345,0,0,1,1,0,Crime,0,1,0,0
10337,30000000,en,5.516316,49114016,134,6,83,Dec,2.7294946147473076,1,1,0,1,0,Drama,0,1,0,0
37753,18000000,en,2.967012,21591728,99,5.6,27,Oct,2.7294946147473076,0,1,0,1,0,Crime,0,2,1,0
29161,3800000,en,5.621519,19125401,116,6.7,146,Jan,2,1,0,0,1,0,Horror,0,4,1,0
21627,3000000,en,3.718284,257043,83,5.3,26,Sep,2.5,0,0,0,1,0,Thriller,0,1,0,0
9501,6100000,en,7.603066,54600000,102,6.3,69,Apr,3.4444444444444446,1,0,0,4,0,Action,0,2,0,0
11046,7700000,en,12.088407,21000000,155,7.4,233,Dec,3.640557939914163,0,1,0,2,0,Adventure,0,2,0,0
7442,19000000,en,8.560694,174999005,99,6.1,228,Feb,3.125531914893617,0,0,0,1,0,Drama,0,2,0,0
14425,9000000,en,8.888278,4350774,79,6,42,Apr,3.935214626391097,0,0,0,1,0,Comedy,0,1,0,0
6723,10000000,en,8.110591,21633874,120,5.6,134,Dec,3.5199004975124377,0,1,0,1,0,Action,0,1,0,0
13343,700000,en,1.907872,500000,90,6.6,29,Jan,3.6197068403908794,0,0,0,1,0,Comedy,0,1,0,0
16969,25000000,en,12.881025,38348988,93,5.1,49,Dec,3.0844972067039107,0,1,0,1,0,Action,0,1,0,0
11338,11400000,en,5.709878,6700000,115,6.4,59,Feb,3.3768115942028984,0,0,0,1,0,Comedy,0,1,0,0
41780,8000000,en,2.404818,10400000,115,5.8,17,May,3.230769230769231,0,1,0,2,0,Crime,0,1,0,0
9871,5000000,en,5.603312,30218387,108,6.6,211,Aug,3.452336641852771,0,0,0,2,0,Drama,0,1,0,1
33258,2500000,en,3.084426,15014674,110,4.8,23,Aug,3.1176470588235294,0,0,1,1,0,Comedy,0,1,0,1
47898,13000000,en,1.386549,3721911,89,4.1,7,Aug,3.442495126705653,0,0,0,1,0,Comedy,0,1,0,0
38135,1000000,en,0.212418,520000,88,5.3,4,May,2.85,0,0,0,1,0,Drama,0,1,0,0
25269,18000000,en,2.471038,6375979,100,5.5,12,Mar,3.2941176470588234,0,1,0,1,0,Comedy,0,1,0,0
78146,5000000,en,0.957019,858250,110,4.8,6,Sep,2.5142857142857142,1,0,0,1,0,Drama,0,1,0,0
88641,10500000,en,0.377787,123509,99,8.5,2,Sep,1.6,0,0,0,1,0,Drama,0,1,0,0
30315,500000,en,2.884359,17000000,97,5.6,31,Aug,2.25,0,0,0,1,0,Horror,0,1,0,0
18900,3500000,en,8.592792,13007551,134,7.4,83,Dec,3.9374511336982017,0,0,0,1,0,Crime,0,1,0,0
21219,23000000,en,12.511561,20246790,104,5.7,34,Jul,3.7433862433862433,0,0,0,1,0,Drama,0,4,0,0
2116,50000000,en,10.738888,55495563,105,6.1,305,Oct,3.260423506237689,0,1,0,1,0,Thriller,0,1,0,0
1584,35000000,en,17.95142,131282949,108,6.8,1454,Oct,3.6672594142259416,0,0,0,2,0,Comedy,0,1,0,0
2056,500000,en,5.85469,8679814,88,7.4,213,Jan,3.36340206185567,0,0,0,1,0,Drama,0,1,0,0
4997,5000000,en,8.062123,2466444,104,6.2,73,Oct,2.9261363636363638,0,0,0,2,0,Crime,0,1,0,0
322,25000000,en,12.602438,156822020,138,7.6,1473,Oct,3.6868589743589744,0,0,0,1,0,Thriller,0,1,0,0
21765,17000000,en,6.575505,5656087,87,4.6,31,Oct,3.1176470588235294,0,0,0,1,0,Comedy,0,3,0,0
11059,7000000,en,5.701278,13818181,90,2.8,106,Apr,3.6354166666666665,0,0,0,3,0,Horror,0,1,0,1
24,30000000,en,25.261865,180949000,111,7.7,5091,Oct,3.1803745482422516,1,0,1,1,0,Action,0,3,0,1
9373,9500000,en,7.810068,107071655,98,6.1,670,Oct,3.8806717737183263,1,0,0,1,0,Horror,0,1,0,1
1550,300000,en,4.19275,21075,81,6.4,64,Jan,2.762272089761571,0,0,0,1,0,Comedy,0,2,0,0
28200,7000000,en,11.37237,10000000,109,5.6,34,Oct,3.556455344747802,0,0,0,1,0,Drama,0,1,0,0
10629,17000000,en,9.548519,1569918,98,6.8,61,Jul,2.281138790035587,0,0,1,3,0,Drama,0,1,0,0
10944,12000000,en,5.799628,23,119,4.7,93,Sep,3.409090909090909,0,0,0,2,0,Mystery,0,1,0,0
9839,35000000,en,8.940335,25224242,127,6.7,113,Oct,3.5555555555555554,1,1,0,2,0,Drama,0,2,0,0
13920,32000000,en,5.81647,52277485,109,6.8,146,Oct,3.2440119760479043,0,0,0,1,0,Drama,0,1,0,0
4256,48000000,en,11.142209,220673217,84,5.8,948,Oct,3.0722433460076046,0,0,0,1,0,Comedy,0,1,0,1
1807,3000000,en,6.447312,10012022,81,7,410,May,3.158682634730539,0,0,0,1,0,Drama,0,1,0,0
10536,3000000,fr,9.371815,1430655,99,7.1,202,Jun,3.2590361445783134,1,0,0,1,0,Action,0,2,1,0
20312,7000000,en,7.335241,41590886,116,7.1,136,Apr,3.314207650273224,0,1,0,2,0,Adventure,0,1,0,0
18979,400000,en,2.980415,1744858,91,6,28,Apr,3.2,0,0,0,1,0,Adventure,0,1,0,0
10922,30000000,en,8.408429,69834815,106,6.1,124,Oct,3.8,0,1,0,3,0,Drama,0,1,0,0
13537,6000000,en,6.0872,2944752,94,6.6,114,Nov,2.9261363636363638,0,0,0,2,0,Drama,0,3,0,0
10719,32000000,en,8.754132,173398518,97,6.4,1007,Oct,2.6666666666666665,0,0,0,2,0,Comedy,0,1,0,0
508,40000000,en,10.586815,244931766,135,7,1917,Sep,3.8064068120759527,0,1,0,2,0,Comedy,0,3,0,0
21525,300000,en,2.409278,7808524,112,8,26,Jan,3.1052631578947367,0,0,0,1,0,Music,0,1,0,0
4970,40000000,en,10.939066,141591324,98,5.8,643,Nov,3.876237623762376,0,0,0,1,0,Horror,0,1,0,0
470,20000000,en,6.372278,60427839,124,7.2,943,Sep,2.1476377952755907,0,1,0,1,0,Drama,0,1,0,0
11042,8000000,fr,4.125182,3432342,99,6.7,80,May,3.5416666666666665,0,0,0,2,0,Comedy,0,2,0,0
10147,23000000,en,10.930143,76488889,91,6.4,666,Nov,3.808911739502999,0,1,0,2,0,Drama,0,1,0,1
9556,16000000,en,8.899418,48878502,96,6.2,304,Aug,3.4371584699453552,0,1,0,1,0,Action,0,1,0,1
10952,8500000,en,12.979446,47624253,97,6.3,134,Mar,3.239810636881426,1,0,0,1,0,Thriller,0,1,0,0
860,12000000,en,8.321647,79567667,114,7,517,Jun,3.537275064267352,0,0,0,1,0,Thriller,0,1,0,1
41521,2000000,en,3.04045,2044892,116,6,22,Jun,4.429014514393623,0,1,0,1,0,Family,0,1,0,0
31510,3900000,en,2.301098,9000000,143,7.3,20,Dec,3.3864942528735633,0,0,0,1,0,Adventure,0,1,0,0
234,18000,de,7.191271,185898,78,7.7,279,Feb,2.676733115144302,0,0,0,1,0,Drama,0,1,0,0
11583,6000000,en,5.393807,21706101,110,6.6,74,Jan,3.8780539621839814,0,0,0,1,0,Thriller,0,1,0,0
6472,20000000,en,8.847461,6405245,96,5.9,86,Mar,3.1911764705882355,0,0,0,1,0,Comedy,0,1,0,0
5143,6400000,en,9.57874,40084041,107,7.6,224,Feb,3.168831168831169,1,0,0,1,0,Comedy,0,1,0,0
8010,30000000,en,8.032638,15556340,91,4.5,213,Jan,3.6934156378600824,0,0,0,3,1,Action,0,1,0,1
10410,35000000,en,5.027522,16809014,140,6.1,84,Dec,4.114849481406527,0,1,0,1,0,Crime,0,3,1,0
11850,3500000,en,5.219641,24046533,115,7.1,231,Dec,3.999460625674218,0,0,0,1,0,Horror,0,2,0,0
2297,11000000,en,7.693274,6614280,98,6.6,28,Nov,3.31422965716646,0,0,0,2,0,Comedy,0,1,0,0
951,15000000,en,3.67003,201957688,111,5.8,643,Dec,4.100112485939258,1,0,0,1,0,Comedy,0,2,0,1
9319,29000000,en,10.550259,59509925,105,6.5,502,Dec,3.516949152542373,0,0,1,1,0,Action,0,1,0,0
1643,1250000,fr,12.74564,36144000,129,7.1,240,Oct,3.8609756097560974,0,1,0,2,0,Drama,0,2,0,0
2612,20000000,en,4.414928,15379253,110,6.1,60,Oct,3.932062966031483,0,0,0,1,0,Fantasy,0,2,0,0
3112,795000,en,7.892337,9600000,93,7.9,335,Apr,3.4466666666666668,0,0,0,1,0,Thriller,0,1,0,0
1825,25000000,en,8.431956,16057580,93,5.7,331,Feb,2.7146017699115044,0,0,0,1,0,Action,0,1,0,0
10538,15000000,en,18.451321,44065653,84,5.6,264,Nov,3.125,0,0,0,1,0,Action,0,1,0,0
11092,22000000,en,7.025657,221303188,127,6.6,155,Jul,3.355781448538755,0,0,0,1,0,Drama,0,1,0,0
18410,18000000,en,10.000775,18532286,108,6.2,77,Apr,2.6260504201680672,0,0,0,1,0,Drama,0,1,0,0
19065,17010000,en,2.07443,24941969,96,5.5,32,Aug,3.91044776119403,0,0,0,1,0,Comedy,0,1,0,0
3176,4500000,ja,12.701098,25000000,114,7.3,992,Dec,3.4952299722011624,0,0,0,1,0,Drama,0,1,0,1
9261,1000000,zh,2.709403,6933459,109,6.8,42,Aug,3.4205731439142726,1,0,0,2,1,Comedy,0,2,0,0
11509,26000000,en,8.748084,110879513,127,7.1,147,Jul,3.1814535614187687,1,1,0,1,0,Action,0,1,0,0
29437,530000,en,11.284126,9600000,91,6.4,90,Apr,3.485175495966863,0,0,0,1,0,Horror,0,1,0,0
20763,35000000,en,5.618237,4651977,114,6.6,54,Feb,3.0883762732174955,0,0,1,1,0,Drama,0,1,0,0
10021,12000000,en,5.409557,110996879,111,6.2,151,Apr,2.75,0,0,0,1,0,Comedy,0,1,0,0
14746,14500000,en,6.9587580000000004,8089290,93,6.6,105,Jun,2.8,0,0,0,1,0,Action,0,1,0,0
1626,64000,fr,11.30591,24517,85,7.6,105,Sep,2.4519112207151665,0,0,0,1,0,Drama,0,1,0,0
483,9500000,en,8.528622,14560247,124,7,341,May,3.77140549273021,0,0,0,1,0,Comedy,0,1,0,0
11018,24000000,en,7.505786,18707466,134,6.5,70,Aug,4.111031797534069,0,0,0,1,0,Action,0,1,0,0
11676,25000000,en,6.287242,22200000,97,6.3,174,Jul,3.359375,0,0,0,1,0,Action,0,1,0,0
43875,864000,en,4.466335,1276000,123,6.6,8,Aug,3.6592524650309564,1,0,0,1,0,Drama,0,1,0,0
20325,886000,en,6.507597,2600000,103,7.1,47,Aug,3.892929292929293,0,0,0,1,0,Comedy,0,1,0,0
898,2650000,en,4.471515,3100000,147,7,71,Jul,4.111031797534069,0,0,0,1,0,Drama,0,1,0,0
2000,92000,de,10.996826,3250000,93,7.5,210,Dec,3.6902028034595884,0,0,0,2,0,Adventure,0,2,0,0
618,100000,en,5.113205,11000000,193,6.4,109,Feb,2.737467018469657,0,0,0,1,0,Drama,0,1,0,0
3089,3000000,en,6.09018,9012000,133,7.3,85,Aug,4.114849481406527,0,0,0,1,0,Western,0,4,1,0
995,531374,en,7.970462,1103757,96,7.6,216,Mar,2.767123287671233,0,0,0,1,0,Adventure,0,1,0,0
11839,4000000,en,3.940121,20518905,101,7.7,47,Dec,3.347107438016529,1,0,0,1,0,Action,0,1,0,0
916,5500000,en,7.01973,42300873,113,7,273,Oct,4.059152401987852,0,0,0,1,0,Action,0,1,0,0
1976,1250000,en,11.277226,8000000,103,7.2,39,Mar,2.179908076165463,1,0,0,1,0,Drama,0,2,0,0
3062,439000,en,4.718154,2281000,89,6.1,38,Feb,3.8997703412073492,0,0,0,1,0,Music,0,1,0,0
34456,225000,en,1.533379,2850000,87,6.3,6,Oct,3.276243093922652,0,0,0,1,0,Comedy,0,1,0,0
15927,8000000,en,11.842837,27187653,163,6.8,69,Dec,3.0031645569620253,0,0,0,2,0,Drama,0,2,0,0
79,31000000,zh,9.861765,177394432,99,7.3,647,Dec,3.1614385297845375,0,0,0,1,0,Drama,0,1,0,0
70881,1152000,en,1.810574,1439000,95,6.6,25,Aug,3.493827160493827,0,0,0,1,0,Drama,0,1,0,0
987,4000000,en,5.789565,2944752,105,6.9,69,Dec,3.185567010309278,1,0,0,1,0,Romance,0,1,0,0
81,1000000,ja,11.267366,3301446,117,7.7,808,Mar,3.2703649635036496,0,0,0,1,0,Adventure,0,1,0,0
10023,20000000,en,7.907938,66673516,106,5.7,139,Jun,2.78125,0,1,0,1,0,Action,0,1,0,0
11519,35000000,en,7.812379,31755742,113,5.6,145,Dec,2.5,0,0,1,1,0,Action,0,3,0,0
74544,600000,en,1.68989,11000000,105,5.6,15,Feb,3.125,0,0,0,1,0,Crime,0,1,0,0
11811,900000,en,9.096254,8556940,92,5.1,120,Jan,3.75,1,1,0,1,0,Comedy,0,2,1,1
20043,8000000,ja,2.988405,13218980,121,6.7,27,Mar,3.2,0,0,0,1,0,Animation,0,1,0,0
4368,2500000,en,0.944886,391410,94,3.4,9,Apr,2.428208386277001,0,0,0,1,0,Horror,0,1,0,0
2742,16000000,en,7.919299,73883359,115,7,207,Dec,2.7549019607843137,0,0,0,3,0,Crime,0,2,0,0
48129,16000000,en,5.857368,4409328,91,5.5,13,Feb,3.4423076923076925,0,0,0,1,0,Action,0,1,0,0
255,350000,fr,6.564465,1000000,96,7.4,59,Aug,2.281138790035587,0,0,0,1,0,Comedy,0,1,0,1
10744,32000000,en,10.694443,4607608,101,6.7,90,Jan,2.179908076165463,0,0,0,1,0,Drama,0,2,0,0
10028,18000000,en,11.863954,62646763,94,6,313,Nov,2.5568181818181817,0,0,0,1,0,Romance,0,1,0,1
1792,55000000,en,6.96675,33828318,118,5.1,194,Dec,3.2556528081692195,0,1,0,1,0,Comedy,0,1,0,0
8696,10000000,en,5.109575,96542059,108,6.6,94,Sep,3.127906976744186,1,0,0,1,0,Comedy,0,1,0,0
19187,1000000,en,2.369273,2057193,85,5.9,19,Jan,1,0,0,0,1,0,Action,0,1,0,0
11093,16500000,en,9.245145,16942795,126,7,202,Dec,3.77140549273021,0,1,0,1,0,Drama,0,2,0,0
504,8000000,en,7.189024,60378584,110,7,500,Nov,2.9776748104465036,0,0,0,1,0,Crime,0,1,0,0
11007,40000000,en,7.364297,190212113,98,6,725,Dec,2.5790697674418603,0,0,0,1,0,Comedy,0,1,0,1
52036,15000000,en,7.803563,2281585,112,5.7,21,Sep,3.375,0,0,0,1,0,Drama,0,1,0,0
14844,23000000,en,5.950792,12,111,6.1,154,Jan,3.5611745513866233,0,0,0,2,0,Comedy,0,5,1,0
5966,42000000,en,15.725542,171963386,90,5.8,795,Jan,3.3037974683544302,0,1,0,1,0,Comedy,0,1,0,0
24034,10000000,en,0.491334,302204,74,5.5,2,Jan,3.4994117647058824,0,0,0,1,0,Animation,0,1,0,0
10718,40000000,en,5.574983,46546197,84,4.7,121,Jan,2.697058823529412,1,0,0,2,0,Action,0,1,0,0
14757,46000,ps,2.066368,2057193,83,6.3,33,May,3.8092485549132946,0,0,0,3,0,Drama,0,4,0,0
11034,6500000,en,5.702638,26533200,144,6.2,144,Mar,3.5,0,0,0,1,0,Drama,0,1,0,0
31395,10700000,en,1.060709,1238080,89,3,5,Jan,2.5,0,0,0,1,0,Action,0,1,0,0
15797,6000000,en,7.96433,3283371,99,6.8,30,Aug,3.6,0,0,0,1,0,Action,0,1,0,0
9548,49000000,en,3.834949,20423389,104,6.2,72,Jul,3.7058823529411766,0,0,0,1,0,Action,0,1,0,0
17258,15000000,en,3.799983,13290368,81,5.4,35,Sep,3.06797583081571,0,0,0,1,0,Romance,0,1,0,0
11429,3000000,fr,3.826178,10629321,95,5.6,56,Apr,3.1911764705882355,0,0,0,1,0,Comedy,0,1,0,1
27725,455000,en,6.27696,2000000,100,7,66,Jan,2.652542372881356,0,0,0,1,0,Adventure,0,1,0,0
37833,100000,en,1.602866,809000,66,4.1,31,Jan,3.653579676674365,1,0,0,1,0,Comedy,0,1,0,0
5205,1000000,en,5.866383,15306000,85,7,136,Jan,2.878504672897196,0,0,0,1,0,Documentary,0,3,0,1
2017,12000000,en,4.165629,10736401,97,5.2,56,Jun,2.9644212523719164,0,0,0,1,0,Action,0,1,0,0
14239,30000000,en,11.781895,14110589,102,4.9,135,Jul,3.5957842529448234,0,1,0,1,0,Animation,0,2,0,0
55448,11000000,en,4.08938,1044824,100,5.1,21,Sep,2.911764705882353,0,0,0,1,0,Drama,0,1,0,0
73515,5000000,en,1.0085,3014000,97,4.4,4,Nov,3.095744680851064,0,0,0,3,1,Drama,0,1,0,0
9696,1400000,ja,8.992796,91549,129,7,228,Dec,3.403225806451613,1,0,0,1,0,Action,0,1,0,0
3059,8394751,en,4.282118,27187653,197,7.4,63,Sep,2.761904761904762,0,0,0,1,0,Drama,0,1,0,0
11708,10000000,en,13.852147,10835752,144,6.8,193,Dec,2.946236559139785,0,0,0,1,0,Music,0,2,0,0
114046,450000,en,0.445183,220151,90,6,3,Jul,2.9615384615384617,0,0,0,1,0,Comedy,0,1,0,0
1954,13000000,en,12.994939,96060858,113,7.3,2119,Jan,3.7267862226017647,0,0,0,2,0,Science Fiction,0,1,0,1
13476,17000000,en,5.924226,16980098,95,5.5,163,Jan,3.8300492610837438,0,0,0,1,0,Comedy,0,1,0,0
12634,50000000,en,6.496271,6808550,88,5,77,Jan,2.7294946147473076,0,1,0,1,0,Comedy,0,1,0,0
15708,850000,en,3.334942,819939,107,6.8,57,Jul,3.013559322033898,1,0,0,1,0,Drama,0,1,0,0
21301,18000000,en,8.353739,65070412,106,5.7,77,Jan,3.8315334773218144,0,0,0,1,0,Comedy,0,1,0,1
20483,18000000,en,5.226389,16702864,92,5,78,Feb,3.5938761776581427,0,0,0,1,0,Family,0,1,0,0
14292,28000000,en,8.248999,64445708,135,7,162,Feb,2.806122448979592,0,0,0,1,0,Drama,0,1,0,0
1278,15000000,en,6.685981,15121165,115,7.2,680,Sep,3.9685589015807086,0,0,0,3,0,Drama,0,2,0,0
29473,70000,en,1.411831,11800000,110,7.7,10,Oct,3.795640326975477,0,0,0,1,0,Comedy,0,1,0,0
29464,3000000,en,2.008129,1413000,104,6.4,14,Jul,3.537344398340249,0,0,0,1,0,Comedy,0,1,0,0
37900,6000000,en,2.973539,115860,95,5.4,12,Sep,3.717948717948718,0,1,0,1,0,Crime,0,1,0,0
30566,500000,en,2.697458,416498,93,5.7,41,Aug,1.8333333333333333,0,0,0,1,0,Horror,0,1,0,1
22004,14000000,en,9.879725,71368,101,6.2,46,Dec,4.167062784709843,0,0,0,1,0,Action,0,1,0,0
11023,2000000,en,14.379879,4601043,100,6.6,355,Aug,3.769618430525558,0,0,0,1,0,Crime,0,3,0,0
35227,1100000,en,0.838095,400200,117,6.4,10,Jan,2.8125,0,0,0,1,0,Drama,0,1,0,0
11221,18000000,en,1.975174,19265302,94,3.6,25,Jul,3.813953488372093,0,0,0,1,0,Action,0,1,0,0
16784,30000000,en,3.832792,14000000,110,4.8,54,Feb,2.25,0,0,0,2,0,Comedy,0,1,0,0
11951,1300000,en,5.184013,72266306,99,7.1,110,Jan,3.9101990049751243,0,0,0,1,0,Action,0,1,0,0
