id,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,lang9,lang10
41845, English, Deutsch, 日本語,,,,,,,
25078, 日本語,,,,,,,,,
14069, 日本語,,,,,,,,,
15053, English,,,,,,,,,
81522, English, Français, Italiano,,,,,,,
6933, English,,,,,,,,,
14423, English,,,,,,,,,
8090, English,,,,,,,,,
7555, English, , ภาษาไทย,,,,,,,
16988, English,,,,,,,,,
7278, English,,,,,,,,,
9030, Español, English,,,,,,,,
14220, English,,,,,,,,,
13160, English,,,,,,,,,
27357,,,,,,,,,,
10834, English, Deutsch,,,,,,,,
13059, English,,,,,,,,,
11253, English,,,,,,,,,
58470, English,,,,,,,,,
38007,,,,,,,,,,
8321, English,,,,,,,,,
17665, English,,,,,,,,,
4034, Français,,,,,,,,,
1479, English,,,,,,,,,
2282, English, Français,,,,,,,,
100526, English,,,,,,,,,
62652, Bamanankan, Français,,,,,,,,
53094, Deutsch,,,,,,,,,
244145, Español,,,,,,,,,
59474, English, Português,,,,,,,,
19275, English,,,,,,,,,
7973, Français, العربية,,,,,,,,
15020, Deutsch,,,,,,,,,
34981, English,,,,,,,,,
13054, English,,,,,,,,,
18893, English,,,,,,,,,
55294, English,,,,,,,,,
43691, English,,,,,,,,,
7839, English,,,,,,,,,
77245, English, Español,,,,,,,,
19384, English,,,,,,,,,
13121, English,,,,,,,,,
71072, English,,,,,,,,,
46885, English,,,,,,,,,
13315, 日本語,,,,,,,,,
42041, 日本語,,,,,,,,,
13490, English,,,,,,,,,
8676, English,,,,,,,,,
43705, English,,,,,,,,,
12855, English,,,,,,,,,
37003, English,,,,,,,,,
15030, English,,,,,,,,,
12167, Norsk,,,,,,,,,
28093, English,,,,,,,,,
20520, English, 普通话,,,,,,,,
76235, Dansk, Norsk, svenska,,,,,,,
48131, English,,,,,,,,,
8247, Français,,,,,,,,,
7992, English, Polski,,,,,,,,
14105, English,,,,,,,,,
8390, English,,,,,,,,,
21490, 日本語,,,,,,,,,
95169,,,,,,,,,,
13641, English, Français,,,,,,,,
113788, No Language,,,,,,,,,
18652, English,,,,,,,,,
125742, Français,,,,,,,,,
7461, Español, English,,,,,,,,
8204, English,,,,,,,,,
8328, Pусский, English,,,,,,,,
14073, हिन्दी, தமிழ்,,,,,,,,
94009, English,,,,,,,,,
12650, 한국어/조선말,,,,,,,,,
72602, English, Español,,,,,,,,
25919, English,,,,,,,,,
15365, English,,,,,,,,,
12184, English,,,,,,,,,
13260, English,,,,,,,,,
7942, English,,,,,,,,,
36091, 日本語,,,,,,,,,
117001, English,,,,,,,,,
38052, 普通话,,,,,,,,,
13362, English,,,,,,,,,
10844, English,,,,,,,,,
21043, Español,,,,,,,,,
23312, English,,,,,,,,,
11161, English,,,,,,,,,
6473, English, Português,,,,,,,,
90387, Deutsch,,,,,,,,,
33034, English,,,,,,,,,
38804, English,,,,,,,,,
21373, English,,,,,,,,,
13493, English,,,,,,,,,
7840, English,,,,,,,,,
8848, English,,,,,,,,,
13460, English,,,,,,,,,
12222, English,,,,,,,,,
8461, English,,,,,,,,,
7862, English, Deutsch, עִבְרִית, Pусский,,,,,,
12246, 普通话, ,,,,,,,,
16666, English,,,,,,,,,
12177, English,,,,,,,,,
15511,,,,,,,,,,
13025, English,,,,,,,,,
2239, English,,,,,,,,,
7985, English,,,,,,,,,
7343, Português,,,,,,,,,
28816, English,,,,,,,,,
14066, English, Deutsch,,,,,,,,
37300, English,,,,,,,,,
13016, English,,,,,,,,,
10797, Dansk,,,,,,,,,
6391, English, Français, עִבְרִית,,,,,,,
14011, English,,,,,,,,,
29004, English, Deutsch, Magyar,,,,,,,
18586, English,,,,,,,,,
13196, English, עִבְרִית,,,,,,,,
3764, 日本語,,,,,,,,,
14793, Íslenska, English,,,,,,,,
8944, Français, English, עִבְרִית,,,,,,,
15124, English,,,,,,,,,
33166, Deutsch, Français, English,,,,,,,
45757, English,,,,,,,,,
28260, Český, English, Italiano,,,,,,,
12178, English,,,,,,,,,
14054, English,,,,,,,,,
8060, English,,,,,,,,,
22551, English,,,,,,,,,
43797, English,,,,,,,,,
383, English, Español,,,,,,,,
78307, English,,,,,,,,,
12453, Français,,,,,,,,,
28205, Eesti,,,,,,,,,
155, English, 普通话,,,,,,,,
72608, English,,,,,,,,,
29369, English, Français,,,,,,,,
29907,,,,,,,,,,
46883, English,,,,,,,,,
36527, English,,,,,,,,,
79161,,,,,,,,,,
18070, English,,,,,,,,,
14014, English,,,,,,,,,
8456, English,,,,,,,,,
22521, English, Français, Deutsch, ,,,,,,
79156, العربية, עִבְרִית,,,,,,,,
42536,,,,,,,,,,
13688, 广州话 / 廣州話,,,,,,,,,
8457, English,,,,,,,,,
86792, English, Polski,,,,,,,,
32579, English, Español,,,,,,,,
11534, ภาษาไทย,,,,,,,,,
18633, English,,,,,,,,,
19333, 日本語,,,,,,,,,
31409, English, Français,,,,,,,,
13495, Español,,,,,,,,,
27323, English,,,,,,,,,
22060, English, Polski,,,,,,,,
511, Deutsch, Polski, Pусский, ,,,,,,
7797, English, Français, Deutsch, Italiano, , Español,,,,
8093, ,,,,,,,,,
8065, English,,,,,,,,,
12890, English,,,,,,,,,
15185, English,,,,,,,,,
44813, English,,,,,,,,,
60612, Français,,,,,,,,,
31421, English,,,,,,,,,
24411, Český, English,,,,,,,,
4942, English, Deutsch,,,,,,,,
14044, English, 普通话, Pусский,,,,,,,
42143, 日本語, English,,,,,,,,
11483, English, Français, Español,,,,,,,
36223, 日本語,,,,,,,,,
25904, Deutsch, Český,,,,,,,,
8988, English,,,,,,,,,
7944, English,,,,,,,,,
18031, English, 普通话,,,,,,,,
18218, English,,,,,,,,,
46982, Český,,,,,,,,,
13317, Español,,,,,,,,,
14272,,,,,,,,,,
28705, עִבְרִית,,,,,,,,,
35760, English, Magyar, Pусский,,,,,,,
16283, English, हिन्दी,,,,,,,,
7351, English, Español,,,,,,,,
8281, Français,,,,,,,,,
99339, Français,,,,,,,,,
8267, Español,,,,,,,,,
13312, Français,,,,,,,,,
10488, English,,,,,,,,,
11152, English, Polski, Pусский,,,,,,,
15260, English, Español,,,,,,,,
18181, Português,,,,,,,,,
9870, English, 日本語, Deutsch,,,,,,,
14424, English,,,,,,,,,
11918, English,,,,,,,,,
1266, English, Türkçe,,,,,,,,
12473, العربية, English, Français, Română,,,,,,
13335, English,,,,,,,,,
8827, Français,,,,,,,,,
12156, Français,,,,,,,,,
7459, English,,,,,,,,,
9997, English,,,,,,,,,
28704,,,,,,,,,,
38376, Français, Polski,,,,,,,,
8319, English, Français,,,,,,,,
92299, English, Français,,,,,,,,
1729, English, 普通话,,,,,,,,
12179, English,,,,,,,,,
13079, English,,,,,,,,,
24701, English,,,,,,,,,
28131, English,,,,,,,,,
14324, English, Pусский,,,,,,,,
10503, English,,,,,,,,,
13007, العربية, English, עִבְרִית, فارسی, Español,,,,,
9017, English,,,,,,,,,
25119, English,,,,,,,,,
53196, Pусский, Lietuvi\x9akai,,,,,,,,
38163, English,,,,,,,,,
13258, English, Français,,,,,,,,
14236, English,,,,,,,,,
13784, English,,,,,,,,,
27918, English, Français,,,,,,,,
28435, Dansk, English, Deutsch,,,,,,,
31604, English, 普通话,,,,,,,,
38661, English, Magyar,,,,,,,,
40044, English,,,,,,,,,
40214, English,,,,,,,,,
40045, English,,,,,,,,,
1810, English, Deutsch, Italiano,,,,,,,
47120, Hrvatski, English, Deutsch,,,,,,,
7861, English, हिन्दी,,,,,,,,
13018, English,,,,,,,,,
8780, English,,,,,,,,,
10886, Italiano, Український,,,,,,,,
13650, English,,,,,,,,,
29291, English, Français, Deutsch,,,,,,,
13359, English,,,,,,,,,
26232, Español,,,,,,,,,
8617, Italiano, English,,,,,,,,
6967, English, Deutsch, Kiswahili,,,,,,,
1726, English, فارسی, اردو, العربية,,,,,,
22194, Dansk,,,,,,,,,
10761, English, Français, Pусский,,,,,,,
12400, English,,,,,,,,,
16135, English, Français,,,,,,,,
14000, English,,,,,,,,,
43664, English, Italiano,,,,,,,,
8681, English, Français, العربية, shqip,,,,,,
16450, English,,,,,,,,,
12198, Français, 普通话,,,,,,,,
14784, English, Română, Latin,,,,,,,
13001, English,,,,,,,,,
13412, English,,,,,,,,,
13162, English,,,,,,,,,
13243, English,,,,,,,,,
13008, English,,,,,,,,,
9029, English, ,,,,,,,,
15957, Dansk,,,,,,,,,
8277, English,,,,,,,,,
17106, English,,,,,,,,,
12586, English, Español,,,,,,,,
41648, Français, Italiano,,,,,,,,
3014, Pусский, Deutsch, English,,,,,,,
43822, English,,,,,,,,,
87541, Deutsch,,,,,,,,,
16042, English,,,,,,,,,
2454, English,,,,,,,,,
12197, Norsk,,,,,,,,,
32684, English,,,,,,,,,
25527, English,,,,,,,,,
17483, English, Pусский,,,,,,,,
14530, English,,,,,,,,,
21182, English,,,,,,,,,
13191, English,,,,,,,,,
38834, suomi,,,,,,,,,
15356, English,,,,,,,,,
15281, English,,,,,,,,,
217, English, Deutsch, Pусский,,,,,,,
13534, English,,,,,,,,,
50700, English,,,,,,,,,
85514, English,,,,,,,,,
10120, English,,,,,,,,,
60676,,,,,,,,,,
22498, English,,,,,,,,,
37481, English,,,,,,,,,
12808, English,,,,,,,,,
82437,,,,,,,,,,
43145, English,,,,,,,,,
44260, English,,,,,,,,,
38282, Français,,,,,,,,,
12245, English,,,,,,,,,
10885, English, 日本語,,,,,,,,
15378, English,,,,,,,,,
4564, English,,,,,,,,,
10665, English,,,,,,,,,
10822, English,,,,,,,,,
13636, English,,,,,,,,,
9022, English,,,,,,,,,
31512, 日本語,,,,,,,,,
14103, isiZulu, English,,,,,,,,
9502, English,,,,,,,,,
16117, English,,,,,,,,,
130639, 日本語,,,,,,,,,
51929, 日本語,,,,,,,,,
74349, Português,,,,,,,,,
14050, English,,,,,,,,,
14019,,,,,,,,,,
15776, Dansk,,,,,,,,,
17221, English,,,,,,,,,
37308, English, Français,,,,,,,,
29377, English,,,,,,,,,
26119, English, Español,,,,,,,,
42358, English, Français,,,,,,,,
50231, English,,,,,,,,,
4857, English, Français,,,,,,,,
79761, No Language, English,,,,,,,,
37626, English,,,,,,,,,
48564, English,,,,,,,,,
46189, English,,,,,,,,,
72609, English,,,,,,,,,
117044, English,,,,,,,,,
114348, English,,,,,,,,,
95402, English,,,,,,,,,
14305, English,,,,,,,,,
72445, 广州话 / 廣州話, 日本語, Tiếng Việt,,,,,,,
20017, Deutsch,,,,,,,,,
45996, 广州话 / 廣州話, 普通话,,,,,,,,
10661, English, עִבְרִית,,,,,,,,
60261, Magyar,,,,,,,,,
13172, English, Español,,,,,,,,
45791, English,,,,,,,,,
9789, Italiano,,,,,,,,,
13848, English, Español,,,,,,,,
51484, 广州话 / 廣州話,,,,,,,,,
3687, English,,,,,,,,,
22090, English,,,,,,,,,
2982, English,,,,,,,,,
42657,,,,,,,,,,
45408, 广州话 / 廣州話, English, Français,,,,,,,
82731, English,,,,,,,,,
37412, English,,,,,,,,,
66180, Italiano,,,,,,,,,
31742, Italiano,,,,,,,,,
12912, English,,,,,,,,,
13170, English,,,,,,,,,
14748, English,,,,,,,,,
15691, English,,,,,,,,,
13206, English,,,,,,,,,
14392, 普通话,,,,,,,,,
18467, English,,,,,,,,,
14882, English,,,,,,,,,
8645, English, Français,,,,,,,,
1724, Português, Español, English,,,,,,,
5759, English,,,,,,,,,
13405, 日本語, 普通话, English,,,,,,,
49258, 日本語,,,,,,,,,
10681, English,,,,,,,,,
8909, English,,,,,,,,,
8960, English, 日本語,,,,,,,,
15728, English,,,,,,,,,
23676, English, suomi, Deutsch, 普通话, Español,,,,,
1938, English,,,,,,,,,
75141, English,,,,,,,,,
42473, English,,,,,,,,,
13993, English,,,,,,,,,
11665, English, Pусский,,,,,,,,
13019, English, Deutsch,,,,,,,,
21074,,,,,,,,,,
26354, English,,,,,,,,,
22905, English,,,,,,,,,
10748, English,,,,,,,,,
27509,,,,,,,,,,
14949, Français,,,,,,,,,
78998, Español, English,,,,,,,,
12889, English,,,,,,,,,
28681, English,,,,,,,,,
41850,,,,,,,,,,
85559, English,,,,,,,,,
51890, Français, 日本語,,,,,,,,
45698, Polski,,,,,,,,,
26302, Pусский,,,,,,,,,
32263, English,,,,,,,,,
27506, English,,,,,,,,,
111305,,,,,,,,,,
27505,,,,,,,,,,
27504, English,,,,,,,,,
64852, English,,,,,,,,,
78321, English, Français,,,,,,,,
77765, English,,,,,,,,,
45512, English,,,,,,,,,
43031, বাংলা,,,,,,,,,
13205, English,,,,,,,,,
30106,,,,,,,,,,
13065, English,,,,,,,,,
8359, English,,,,,,,,,
13003, English,,,,,,,,,
13990, English,,,,,,,,,
15272, English, 普通话,,,,,,,,
80659, English,,,,,,,,,
10842, 日本語,,,,,,,,,
72163, English, Deutsch,,,,,,,,
29882, English, Español,,,,,,,,
40630, English,,,,,,,,,
31658, Český, English,,,,,,,,
14349, English,,,,,,,,,
12172, English,,,,,,,,,
64131, Français,,,,,,,,,
15125, Français,,,,,,,,,
8847, English,,,,,,,,,
43869, English,,,,,,,,,
94525, 日本語,,,,,,,,,
125550, فارسی,,,,,,,,,
13009, English, Polski,,,,,,,,
13675, English,,,,,,,,,
33588, English,,,,,,,,,
16800, English, Français, Deutsch,,,,,,,
56224, English,,,,,,,,,
14111, العربية, English,,,,,,,,
17479, , Pусский,,,,,,,,
32604, English, Français, Magyar, Italiano, Română,,,,,
11631, English, ελληνικά,,,,,,,,
20158, suomi,,,,,,,,,
8265, Français,,,,,,,,,
42718, 日本語,,,,,,,,,
15654, English,,,,,,,,,
14634, English,,,,,,,,,
14414, English,,,,,,,,,
428, Deutsch,,,,,,,,,
20548, suomi,,,,,,,,,
14145, English,,,,,,,,,
9010, Deutsch,,,,,,,,,
13022, English,,,,,,,,,
68259, Español,,,,,,,,,
9783, English,,,,,,,,,
10190, العربية, English, Español, Français,,,,,,
43487, 日本語,,,,,,,,,
13353, English,,,,,,,,,
16019, עִבְרִית,,,,,,,,,
46531, English, Español,,,,,,,,
13614, Український, Deutsch, Polski, Pусский,,,,,,
4966, Polski,,,,,,,,,
88751, English, Íslenska, Italiano,,,,,,,
11260, English,,,,,,,,,
13964, 日本語,,,,,,,,,
13692, English, Français,,,,,,,,
13910, English, Français, Italiano,,,,,,,
10818, Français,,,,,,,,,
14456, English, Italiano,,,,,,,,
15840, Dansk, svenska,,,,,,,,
15830, Dansk, Deutsch, Magyar,,,,,,,
25647, 한국어/조선말,,,,,,,,,
14898, Dansk,,,,,,,,,
12416, Dansk,,,,,,,,,
572, Norsk, svenska,,,,,,,,
36226, Deutsch,,,,,,,,,
60531, Français,,,,,,,,,
13021,,,,,,,,,,
16007, English, 日本語, Pусский,,,,,,,
158800, English,,,,,,,,,
18035, English,,,,,,,,,
43253, English,,,,,,,,,
14820, English,,,,,,,,,
6687, English, Français, 普通话, Pусский, Español,,,,,
11802, English,,,,,,,,,
2002, Français,,,,,,,,,
78527,,,,,,,,,,
12914, English,,,,,,,,,
13183, English,,,,,,,,,
116333, English, Español,,,,,,,,
13255, العربية, English, Français, Pусский, Español,,,,,
14154, English, Deutsch,,,,,,,,
32666,,,,,,,,,,
80523,,,,,,,,,,
12247, English,,,,,,,,,
22100, English,,,,,,,,,
19244, English,,,,,,,,,
32008, English,,,,,,,,,
13012, English,,,,,,,,,
12133, English, Español,,,,,,,,
12568, العربية, English, Français, Italiano, Latin,,,,,
8836, English,,,,,,,,,
13259, English,,,,,,,,,
14048, English, Français,,,,,,,,
12270, English,,,,,,,,,
18846, English,,,,,,,,,
10898, English,,,,,,,,,
13541, English,,,,,,,,,
11910, English,,,,,,,,,
17245, English,,,,,,,,,
30112, 普通话,,,,,,,,,
12192, English,,,,,,,,,
70846, 日本語,,,,,,,,,
16725, English,,,,,,,,,
117129, 日本語,,,,,,,,,
15865, Español,,,,,,,,,
4140, Italiano, ,,,,,,,,
14061, English, Pусский,,,,,,,,
85685,,,,,,,,,,
43680, Pусский,,,,,,,,,
16700, English,,,,,,,,,
167928, suomi,,,,,,,,,
1735, English, 普通话, ,,,,,,,
10187, English,,,,,,,,,
10185, English, Français,,,,,,,,
10183, English, Français, اردو, 普通话,,,,,,
31082, English,,,,,,,,,
13996, Français, English, Deutsch,,,,,,,
5038, Español, English,,,,,,,,
13851, English, 日本語, Português, Español, ภาษาไทย,,,,,
19877, Italiano, 日本語,,,,,,,,
46871, 广州话 / 廣州話, English,,,,,,,,
28273, English, 日本語,,,,,,,,
15859, 한국어/조선말,,,,,,,,,
31922, English, Italiano,,,,,,,,
14654, Français,,,,,,,,,
13251, English,,,,,,,,,
1661, Deutsch,,,,,,,,,
41245, 한국어/조선말,,,,,,,,,
10189, English,,,,,,,,,
12289, 普通话, ภาษาไทย,,,,,,,,
45579, English,,,,,,,,,
15069, English,,,,,,,,,
2012, English, Français, Español,,,,,,,
18056, English,,,,,,,,,
18803, English,,,,,,,,,
10188, English,,,,,,,,,
13300, English,,,,,,,,,
11671, English, Español,,,,,,,,
63474, English,,,,,,,,,
15570, Deutsch, English, Français, 日本語, Español,,,,,
155796, English,,,,,,,,,
15208, English,,,,,,,,,
15662, English,,,,,,,,,
22029, English,,,,,,,,,
13649, English,,,,,,,,,
7446, English, 普通话,,,,,,,,
14878, English,,,,,,,,,
12180, English,,,,,,,,,
13107, English,,,,,,,,,
29568, Français, Español,,,,,,,,
13256, English,,,,,,,,,
13436, English, ภาษาไทย,,,,,,,,
8885, עִבְרִית, العربية, Deutsch, English,,,,,,
13310, svenska,,,,,,,,,
12621, English,,,,,,,,,
10483, English,,,,,,,,,
12620, English,,,,,,,,,
13579, English,,,,,,,,,
10186, English, Français,,,,,,,,
15320, English,,,,,,,,,
13515, English,,,,,,,,,
5592, Français,,,,,,,,,
13956, Český, English,,,,,,,,
60230, English,,,,,,,,,
43389, English, Italiano,,,,,,,,
31018, Český, English,,,,,,,,
13637, 日本語,,,,,,,,,
18116, English,,,,,,,,,
15661, English, Pусский,,,,,,,,
13564, English,,,,,,,,,
14566, English, Deutsch,,,,,,,,
14298, English,,,,,,,,,
4944, English,,,,,,,,,
13805, English,,,,,,,,,
9381, English, Pусский,,,,,,,,
13291, العربية, English,,,,,,,,
13991, English,,,,,,,,,
22319, English,,,,,,,,,
13972, English,,,,,,,,,
16182, English,,,,,,,,,
14771, English, Pусский,,,,,,,,
43040, English,,,,,,,,,
15206, English,,,,,,,,,
8285, English, Français, Pусский,,,,,,,
118309,,,,,,,,,,
18539, English, Español,,,,,,,,
21335, Deutsch, English, Français,,,,,,,
12165, Español, English,,,,,,,,
85574, English, Español,,,,,,,,
13184, ภาษาไทย, English,,,,,,,,
12818, Magyar, Italiano,,,,,,,,
27521, English,,,,,,,,,
13726, Français,,,,,,,,,
102305, Español,,,,,,,,,
35854, 普通话,,,,,,,,,
14075, English,,,,,,,,,
22554, suomi,,,,,,,,,
18596, English,,,,,,,,,
26431, English,,,,,,,,,
38019, 普通话,,,,,,,,,
43177, English,,,,,,,,,
39368, English,,,,,,,,,
3865, Español,,,,,,,,,
13484, English,,,,,,,,,
14458, English,,,,,,,,,
25795, Español,,,,,,,,,
13389, English, Pусский, Español,,,,,,,
13279, English,,,,,,,,,
38140, Español,,,,,,,,,
3, English, suomi, svenska,,,,,,,
12797, English, Español,,,,,,,,
8908, English, Italiano, Srpski, Español,,,,,,
15822, Dansk,,,,,,,,,
4998, Deutsch, Español,,,,,,,,
16456, English, Deutsch,,,,,,,,
3041, Español,,,,,,,,,
71139,,,,,,,,,,
41264, Italiano,,,,,,,,,
24777, English,,,,,,,,,
20802, English,,,,,,,,,
47721, svenska,,,,,,,,,
14232, English,,,,,,,,,
14098, English,,,,,,,,,
14643, English,,,,,,,,,
30944, English, Français,,,,,,,,
50759, 日本語,,,,,,,,,
38226, English,,,,,,,,,
12690, English, Español,,,,,,,,
12412, Deutsch, Italiano, English,,,,,,,
37050, Português,,,,,,,,,
38311, Pусский,,,,,,,,,
37776,,,,,,,,,,
54669, suomi, Deutsch, Pусский,,,,,,,
73169, Português,,,,,,,,,
1984, English,,,,,,,,,
38361, Pусский,,,,,,,,,
73920, Pусский,,,,,,,,,
13027, English,,,,,,,,,
13092, English,,,,,,,,,
25126, English,,,,,,,,,
14326, English, Español,,,,,,,,
50011, English,,,,,,,,,
12182, English,,,,,,,,,
14928, עִבְרִית,,,,,,,,,
38616, English,,,,,,,,,
9539, Français,,,,,,,,,
81296, 日本語,,,,,,,,,
46492, 日本語,,,,,,,,,
131805, Português,,,,,,,,,
13200, English,,,,,,,,,
38601,,,,,,,,,,
822, বাংলা,,,,,,,,,
8882, Italiano, 普通话, Français,,,,,,,
42095, 日本語,,,,,,,,,
13401, English, हिन्दी, Deutsch,,,,,,,
20015, Español,,,,,,,,,
12783, English,,,,,,,,,
12683, Český, English, Português,,,,,,,
3097, Español, English, Deutsch, Nederlands, Français,,,,,
15981, 日本語,,,,,,,,,
41666, English,,,,,,,,,
14976, English,,,,,,,,,
12113, العربية, English,,,,,,,,
13600, English,,,,,,,,,
10078, English,,,,,,,,,
30266, English,,,,,,,,,
11874, English, Français, Italiano,,,,,,,
19566, English,,,,,,,,,
13051, English, Pусский, Español,,,,,,,
39816, English, हिन्दी,,,,,,,,
10358, English,,,,,,,,,
10523, Español, English,,,,,,,,
13596, English,,,,,,,,,
56942, English,,,,,,,,,
71206, Italiano, Pусский,,,,,,,,
4960, English,,,,,,,,,
120481, Français, English,,,,,,,,
32620, English,,,,,,,,,
12837, English,,,,,,,,,
14914, English,,,,,,,,,
13948, English,,,,,,,,,
25142, Pусский,,,,,,,,,
7735, Deutsch,,,,,,,,,
14791, Français,,,,,,,,,
76406, English, Deutsch, 日本語,,,,,,,
101929, 日本語,,,,,,,,,
2397, English,,,,,,,,,
12689, English, Español,,,,,,,,
15935, English,,,,,,,,,
15450, English,,,,,,,,,
25741, English, suomi,,,,,,,,
13812, English,,,,,,,,,
108634, 日本語,,,,,,,,,
27361, English, Français,,,,,,,,
225614, 日本語,,,,,,,,,
13489, English, Polski,,,,,,,,
13150, English,,,,,,,,,
13414, English,,,,,,,,,
14325, English,,,,,,,,,
41474, 日本語,,,,,,,,,
41477, 日本語,,,,,,,,,
16068, English,,,,,,,,,
15289, English,,,,,,,,,
56295, ภาษาไทย,,,,,,,,,
13809, English, Pусский,,,,,,,,
34100,,,,,,,,,,
11887, English,,,,,,,,,
41073, English,,,,,,,,,
83683, English,,,,,,,,,
59403, English,,,,,,,,,
69299, English,,,,,,,,,
13253, English,,,,,,,,,
114796, English,,,,,,,,,
17800, English,,,,,,,,,
30977, English,,,,,,,,,
10527, English, Italiano, ภาษาไทย,,,,,,,
13506, Français, Pусский,,,,,,,,
53772,,,,,,,,,,
8338, 日本語, English,,,,,,,,
3580, English,,,,,,,,,
36073, 日本語,,,,,,,,,
20766, English,,,,,,,,,
12405, Français, हिन्दी, English,,,,,,,
10764, English, Español, Italiano, Français, Deutsch,,,,,
18548, English, हिन्दी, Polski, Pусский,,,,,,
4701, English,,,,,,,,,
15373, English,,,,,,,,,
120828,,,,,,,,,,
173634, English,,,,,,,,,
8938, Français, 日本語,,,,,,,,
16061, 日本語,,,,,,,,,
73059, Bosanski,,,,,,,,,
16166, suomi, Pусский,,,,,,,,
2588, Español,,,,,,,,,
13672, English, Français,,,,,,,,
47184, 日本語,,,,,,,,,
158959, Deutsch,,,,,,,,,
44283, Français,,,,,,,,,
42884, English,,,,,,,,,
215471, English,,,,,,,,,
13516, English,,,,,,,,,
14943, 日本語,,,,,,,,,
19147, Português,,,,,,,,,
96395,,,,,,,,,,
52561, English,,,,,,,,,
42664, English,,,,,,,,,
4627, Nederlands, English, Deutsch,,,,,,,
43052, svenska,,,,,,,,,
21501, suomi, Magyar,,,,,,,,
16882, 한국어/조선말,,,,,,,,,
127257, Español,,,,,,,,,
49355, 日本語,,,,,,,,,
13655, English,,,,,,,,,
13905, English,,,,,,,,,
11917, English,,,,,,,,,
8892, Français,,,,,,,,,
12525, English,,,,,,,,,
82519, English,,,,,,,,,
13523, English,,,,,,,,,
14655, English,,,,,,,,,
15749, English, Polski, Pусский,,,,,,,
22358, Pусский,,,,,,,,,
14405, English,,,,,,,,,
43985, , فارسی,,,,,,,,
20065, English, Italiano,,,,,,,,
14089, English,,,,,,,,,
208385,,,,,,,,,,
84050, English,,,,,,,,,
9999, Français, Deutsch,,,,,,,,
17099, 日本語,,,,,,,,,
58570, 广州话 / 廣州話,,,,,,,,,
29452, 日本語,,,,,,,,,
125749, English,,,,,,,,,
111759,,,,,,,,,,
8905, Türkçe,,,,,,,,,
3520, Italiano,,,,,,,,,
43372, Italiano,,,,,,,,,
88435, 日本語,,,,,,,,,
77650, English,,,,,,,,,
17704, English,,,,,,,,,
36571, English, Français, Deutsch,,,,,,,
36572, English,,,,,,,,,
37327, English,,,,,,,,,
28684, English,,,,,,,,,
8841, Français,,,,,,,,,
54615, English,,,,,,,,,
13220, English,,,,,,,,,
16509,,,,,,,,,,
34867, English,,,,,,,,,
10565, Deutsch, Türkçe,,,,,,,,
6972, English, 日本語,,,,,,,,
13053, English,,,,,,,,,
32862, English,,,,,,,,,
10139, English,,,,,,,,,
29320, English,,,,,,,,,
8966, English,,,,,,,,,
16342, English,,,,,,,,,
13387, English, Український, Français, Pусский, Magyar,,,,,
12193, English,,,,,,,,,
14574, English,,,,,,,,,
10900, English,,,,,,,,,
56256, Română,,,,,,,,,
14438, English,,,,,,,,,
14248, English,,,,,,,,,
20919, English,,,,,,,,,
12224, English,,,,,,,,,
10360, English,,,,,,,,,
14299, English,,,,,,,,,
13056, Pусский, English,,,,,,,,
15026, English,,,,,,,,,
13793, English,,,,,,,,,
35790, বাংলা, English,,,,,,,,
38831, Pусский,,,,,,,,,
45838, English,,,,,,,,,
13394, English,,,,,,,,,
2574, Français,,,,,,,,,
72495, Deutsch, Italiano,,,,,,,,
34283, English,,,,,,,,,
114390, English,,,,,,,,,
85844, 日本語,,,,,,,,,
14447, English,,,,,,,,,
17157, English,,,,,,,,,
1964, Deutsch,,,,,,,,,
44626, English,,,,,,,,,
65502, English, Deutsch,,,,,,,,
17912, English,,,,,,,,,
43962, English,,,,,,,,,
28148, English,,,,,,,,,
93260, English,,,,,,,,,
109539, English, Deutsch,,,,,,,,
116973, English,,,,,,,,,
74485,,,,,,,,,,
174122, English, Deutsch,,,,,,,,
200311,,,,,,,,,,
10200, 普通话, English,,,,,,,,
8881, English, Español,,,,,,,,
8880, English, Español,,,,,,,,
11127, English,,,,,,,,,
18117, English,,,,,,,,,
109711, Español, English,,,,,,,,
18926, English,,,,,,,,,
86782, English,,,,,,,,,
25852, English,,,,,,,,,
39407, English,,,,,,,,,
39409, English,,,,,,,,,
37584, Türkçe,,,,,,,,,
14359, English,,,,,,,,,
19486, 日本語,,,,,,,,,
126754,,,,,,,,,,
13223, English,,,,,,,,,
11499, English, Español,,,,,,,,
8055, English, Deutsch, ελληνικά, Latin,,,,,,
3054, English,,,,,,,,,
14072, हिन्दी,,,,,,,,,
20542, English, Polski,,,,,,,,
12449, Français, Deutsch,,,,,,,,
5816, Nederlands,,,,,,,,,
13980, 日本語,,,,,,,,,
8276, English, Français,,,,,,,,
61751, Nederlands,,,,,,,,,
11321, English, Español,,,,,,,,
52615, English,,,,,,,,,
41966, English,,,,,,,,,
89453, English,,,,,,,,,
120862, English,,,,,,,,,
42655, Pусский,,,,,,,,,
12163, English,,,,,,,,,
14772, English,,,,,,,,,
27991, English,,,,,,,,,
87894,,,,,,,,,,
9050, 普通话,,,,,,,,,
86082, עִבְרִית,,,,,,,,,
79090,,,,,,,,,,
47499, Français,,,,,,,,,
60488, English, Deutsch,,,,,,,,
111302,,,,,,,,,,
112912, English,,,,,,,,,
80616, English,,,,,,,,,
